package_name	germany_version_name	germany_version_code	vietnam_version_name	vietnam_version_code	nigeria_version_name	nigeria_version_code	pakistan_version_name	pakistan_version_code	india_version_name	india_version_code	usa_version_name	usa_version_code	turkey_version_name	turkey_version_code	egypt_version_name	egypt_version_code	bangladesh_version_name	bangladesh_version_code	saudi_version_name	saudi_version_code
com.mobileiq.demand5	7.18.7	2000140176	7.18.7	2000140176	7.18.7	2000140176	7.18.7	2000140176	7.18.6	2000140175	7.18.6	2000140175	7.18.6	2000140175	7.18.7	2000140176	7.18.7	2000140176	7.18.7	2000140176
com.mobilityware.spider	7.4.1.4673	4673	7.4.1.4673	4673	7.4.1.4673	4673	7.4.1.4673	4673	7.4.0.4671	4671	7.4.1.4673	4673	7.4.1.4673	4673	7.4.1.4673	4673	7.4.1.4673	4673	7.4.1.4673	4673
com.mobirate.DeadAheadTactics	4.1.3	440	4.1.3	440	4.1.3	440	4.1.3	440	4.1.2	438	4.1.2	438	4.1.2	438	4.1.3	440	4.1.3	440	4.1.3	440
com.mobirix.s1945iii_gg	2.0.25021706	25021706	2.0.25021706	25021706	2.0.25021706	25021706	2.0.25021706	25021706	2.0.24011702	24011702	2.0.24011702	24011702	2.0.24011702	24011702	2.0.25021706	25021706	2.0.25021706	25021706	2.0.25021706	25021706
com.mobispeedy.recovery	1.2.21	58	1.2.22	59	1.2.21	58	1.2.21	58	1.2.21	58	1.2.22	59	1.2.21	58	1.2.21	58	1.2.21	58	1.2.21	58
com.moderndoctors.alnahsharun	2.0.13	145	2.0.13	145	2.0.13	145	2.0.13	145	1.7.1	131	1.7.1	131	2.0.13	145	2.0.13	145	2.0.13	145	2.0.13	145
com.momentic.videocollage	10.4	2134	10.4	2134	10.4	2134	10.4	2134	10.3	2132	10.3	2132	10.3	2132	10.4	2134	10.4	2134	10.4	2134
com.momondo.flightsearch	217.4	10535	217.4	10535	217.4	10535	217.4	10535	217.3	10531	217.3	10531	217.3	10531	217.4	10535	217.4	10535	217.4	10535
com.moneybookers.skrillpayments	3.147.0-2024102908	2024102908	3.146.0-2024101510	2024101510	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.146.0-2024101510	2024101510	3.146.0-2024101510	2024101510	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908
com.moneybookers.skrillpayments.neteller	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.146.0-2024101510	2024101510	3.146.0-2024101510	2024101510	3.147.0-2024102908	2024102908	3.147.0-2024102908	2024102908	3.146.0-2024101510	2024101510
com.moneyforward.android.app	17.14.1	26171401	17.14.1	26171401	17.14.1	26171401	17.14.1	26171401	17.13.0	26171300	17.13.0	26171300	17.13.0	26171300	17.14.1	26171401	17.14.1	26171401	17.14.1	26171401
com.money.on	3.45	108	3.45	108	3.45	108	3.45	108	3.44	106	3.44	106	3.44	106	3.45	108	3.45	108	3.45	108
com.monpetitgazon.monpetitgazonapp	11.2.0	600008740	11.2.0	600008740	11.2.0	600008740	11.2.0	600008740	11.1.3	600008736	11.1.3	600008736	11.1.3	600008736	11.2.0	600008740	11.2.0	600008740	11.2.0	600008740
com.monster.aliencatcher.casual	1.5.5	86	1.5.5	86	1.5.5	86	1.5.5	86	1.5.4	85	1.5.4	85	1.5.4	85	1.5.5	86	1.5.5	86	1.5.5	86
com.moomoo.trade	14.39.18108	18108	14.39.18108	18108	14.39.18108	18108	14.39.18108	18108	14.39.18108	18108	14.38.18008	18008	14.39.18108	18108	14.39.18108	18108	14.39.18108	18108	14.39.18108	18108
com.moonfrog.ludo.club	2.5.30	55003	2.5.30	55003	2.5.30	55003	2.5.30	55003	2.5.30	55003	2.5.29	55002	2.5.30	55003	2.5.30	55003	2.5.30	55003	2.5.30	55003
com.morescreens.rts	3.0.3	30003	3.0.3	30003	3.0.3	30003	3.0.3	30003	2.8.1	20801	3.0.3	30003	2.8.1	20801	3.0.3	30003	3.0.3	30003	3.0.3	30003
com.movavi.mobile.movaviclips	4.22.4	113	4.22.6	116	4.22.4	113	4.22.4	113	4.22.4	113	4.22.6	116	4.22.6	116	4.22.4	113	4.22.4	113	4.22.4	113
com.moveinsync.ets	11.5.10	400429	11.5.8	400427	11.5.10	400429	11.5.10	400429	11.5.10	400429	11.5.8	400427	11.5.10	400429	11.5.10	400429	11.5.10	400429	11.5.10	400429
com.mrpic.chutcha	2.5.1	263	2.4.8	261	2.5.1	263	2.4.8	261	2.4.8	261	2.4.8	261	2.5.1	263	2.5.1	263	2.4.8	261	2.5.1	263
com.msf.angelmobile	48.17.4	1216	48.16.0	1193	48.17.4	1216	48.17.4	1216	48.17.4	1216	48.17.4	1216	48.17.4	1216	48.17.4	1216	48.17.4	1216	48.17.4	1216
com.msf.kbank.mobile	5.6.0	217	5.5.9	215	5.6.0	217	5.6.0	217	5.5.9	215	5.6.0	217	5.6.0	217	5.6.0	217	5.6.0	217	5.6.0	217
com.mst.smart.compass.qibla.digial.compass.direction	7.6	66	7.5	65	7.6	66	7.6	66	7.6	66	7.5	65	7.6	66	7.6	66	7.6	66	7.6	66
com.muba.anuncios	4.179.2	4179002	4.179.2	4179002	4.179.2	4179002	4.179.2	4179002	4.179.1	4179001	4.179.1	4179001	4.178.1	4178001	4.179.2	4179002	4.179.2	4179002	4.179.2	4179002
com.musicgame.colordancinghop	1.9.39.05	193905	1.9.39.05	193905	1.9.39.05	193905	1.9.41.00	194100	1.9.41.00	194100	1.9.41.00	194100	1.9.41.00	194100	1.9.39.05	193905	1.9.39.05	193905	1.9.39.05	193905
com.musicow.android	1.5.3	75	1.5.3	75	1.5.3	75	1.5.3	75	1.5.3	75	1.5.2	69	1.5.2	69	1.5.3	75	1.5.3	75	1.5.3	75
com.music.sound.speaker.volume.booster.equalizer	5.7.3	103	5.7.3	103	5.7.3	103	5.7.3	103	5.7.2	102	5.7.2	102	5.7.2	102	5.7.3	103	5.7.3	103	5.7.3	103
com.mustardgames.police.bike.stunt.mega.ramp.impossibletracks	6.6.0	142	6.5.2	133	6.6.0	142	6.6.0	142	6.6.0	142	6.6.0	142	6.6.0	142	6.6.0	142	6.6.0	142	6.6.0	142
com.myfiles.filefolder.filemanager	1.6.6	166	1.6.7	167	1.6.6	166	1.6.6	166	1.6.6	166	1.6.6	166	1.6.6	166	1.6.7	167	1.6.6	166	1.6.6	166
com.my.hc.rpg.kingdom.simulator	1.107.0	746	1.107.0	746	1.107.0	746	1.107.0	746	1.106.0	743	1.106.0	743	1.106.0	743	1.107.0	746	1.107.0	746	1.107.0	746
com.mytona.cheftales	1.20.0	4962	1.20.0	4962	1.20.0	4962	1.20.0	4962	1.19.0	4890	1.19.0	4890	1.20.0	4962	1.20.0	4962	1.20.0	4962	1.20.0	4962
com.n3t0l0b0.blogspot.mpc.view.lite	6.1.5	2272	6.1.5	2272	6.1.9	2276	6.1.5	2272	6.1.9	2276	6.1.9	2276	6.1.5	2272	6.1.9	2276	6.1.5	2272	6.1.5	2272
com.nas.internet.speedtest.meter.speed.test.meter.app	6.3.6	107	6.3.6	107	6.3.6	107	6.3.6	107	6.3.4	105	6.3.4	105	6.3.6	107	6.3.6	107	6.3.6	107	6.3.6	107
com.naxeex.army.car.driver	1.9.5	195	1.9.5	195	1.9.6	196	1.9.6	196	1.9.5	195	1.9.5	195	1.9.6	196	1.9.5	195	1.9.6	196	1.9.6	196
com.nc.city.robots.battle	1.6.3	163	1.6.4	164	1.6.3	163	1.6.4	164	1.6.3	163	1.6.3	163	1.6.4	164	1.6.3	163	1.6.3	163	1.6.3	163
com.nchsoftware.videopad_free	16.45	261	16.23	226	16.45	261	16.45	261	16.23	226	16.23	226	16.45	261	16.45	261	16.45	261	16.45	261
com.nc.muscule.car.robot	2.6.4	264	2.6.4	264	2.6.3	263	2.6.4	264	2.6.3	263	2.6.4	264	2.6.3	263	2.6.3	263	2.6.3	263	2.6.4	264
com.nc.pickup.truck.robot	1.8.3	183	1.8.2	182	1.8.2	182	1.8.3	183	1.8.3	183	1.8.3	183	1.8.3	183	1.8.3	183	1.8.3	183	1.8.3	183
com.nc.real.stickman.crime	2.8.2	282	2.8.1	281	2.8.1	281	2.8.1	281	2.8.2	282	2.8.1	281	2.8.1	281	2.8.2	282	2.8.1	281	2.8.1	281
com.nc.rise.of.steel	2.7.4	274	2.7.3	273	2.7.3	273	2.7.3	273	2.7.4	274	2.7.3	273	2.7.3	273	2.7.3	273	2.7.4	274	2.7.4	274
com.nc.robot.helicopter	1.4.6	146	1.4.6	146	1.4.5	145	1.4.5	145	1.4.5	145	1.4.5	145	1.4.6	146	1.4.5	145	1.4.6	146	1.4.5	145
com.nc.spider.robot	2.0.1	201	2.0.1	201	2.0.2	202	2.0.2	202	2.0.1	201	2.0.1	201	2.0.1	201	2.0.2	202	2.0.2	202	2.0.2	202
com.nc.supercarobot	1.7.4	174	1.7.4	174	1.7.4	174	1.7.4	174	1.7.4	174	1.7.3	173	1.7.3	173	1.7.4	174	1.7.3	173	1.7.4	174
com.nekki.shadowfight	2.39.0	30000064	2.38.1	30000061	2.39.0	30000064	2.39.0	30000064	2.38.1	30000061	2.38.1	30000061	2.38.0	30000060	2.39.0	30000064	2.39.0	30000064	2.39.0	30000064
com.nepalimatrimony	7.4	166	7.4	166	7.4	166	7.4	166	7.4	166	7.4	166	7.5	170	7.4	166	7.4	166	7.4	166
com.newsudoku.number.maze	4.7801	47801	4.7601	47601	4.7801	47801	4.7801	47801	4.7801	47801	4.7601	47601	4.7801	47801	4.7801	47801	4.7801	47801	4.7801	47801
com.nexar.skibidiwar.toilet.battle	2.7.0	26	2.6.0	25	2.7.0	26	2.6.0	25	2.7.0	26	2.7.0	26	2.6.0	25	2.7.0	26	2.7.0	26	2.6.0	25
com.nexttechgamesstudio.coloringsandbox	8.7	91	8.6	90	8.7	91	8.7	91	8.7	91	8.6	90	8.7	91	8.7	91	8.7	91	8.7	91
com.nhl.gc1112.free	15.3.0	15030002	15.1.1	15010101	15.3.0	15030002	15.3.0	15030002	15.2.0	15020005	15.1.1	15010101	15.1.1	15010101	15.2.0	15020005	15.3.0	15030002	15.2.0	15020005
com.nhs.weightloss	2.7.3	422	2.7.3	422	2.7.3	422	2.7.3	422	2.7.3	422	2.7.3	422	2.7.1	414	2.7.3	422	2.7.3	422	2.7.3	422
com.nielsen.odm	10.3.0	10272	10.3.0	10272	10.4.0-UAT-10644	10644	10.3.0	10272	10.4.0-UAT-10644	10644	10.3.0	10272	10.3.0	10272	10.4.0-UAT-10644	10644	10.4.0-UAT-10644	10644	10.3.0	10272
com.nitin.volumnbutton	3.0.1	101	3.0.0	100	3.0.0	100	3.0.0	100	3.0.0	100	3.0.0	100	3.0.1	101	3.0.0	100	3.0.0	100	3.0.0	100
com.nllc.slavic.gangster.style	2.0.1	201	2.0.3	203	2.0.1	201	2.0.1	201	2.0.1	201	2.0.1	201	2.0.3	203	2.0.3	203	2.0.3	203	2.0.1	201
com.nllc.world.bugs	1.9.9	199	1.9.8	198	1.9.8	198	1.9.9	199	1.9.8	198	1.9.9	199	1.9.9	199	1.9.8	198	1.9.9	199	1.9.8	198
com.nomadeducation.nomadeducation	6.13.1	807	6.13.0	804	6.13.1	807	6.13.1	807	6.13.0	804	6.13.0	804	6.13.0	804	6.13.1	807	6.13.1	807	6.13.1	807
com.nostel.parking.car	4.5.5	455	4.6.0	460	4.6.0	460	4.5.5	455	4.6.0	460	4.5.5	455	4.5.5	455	4.6.0	460	4.6.0	460	4.5.5	455
com.nostel.taxi.run	3.9.0	390	3.9.0	390	3.9.0	390	3.9.0	390	4.0.3	403	3.9.0	390	3.9.0	390	4.0.4	404	3.9.0	390	3.9.0	390
com.noxgames.merge.neon.car	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001	2.45.00	2045000	2.45.00	2045000	2.45.00	2045000	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001
com.noxgames.merge.truck	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001	2.45.01	2045001	2.45.01	2045001	2.46.01	2046001	2.46.01	2046001	2.46.01	2046001
com.ns.battle.angel	1.7.4	174	1.7.3	173	1.7.3	173	1.7.3	173	1.7.4	174	1.7.3	173	1.7.4	174	1.7.4	174	1.7.4	174	1.7.4	174
com.nutratech.app.android	10.4.1	20041	10.3.2	20032	10.4.1	20041	10.3.2	20032	10.3.2	20032	10.4.1	20041	10.3.2	20032	10.3.2	20032	10.3.2	20032	10.3.2	20032
com.nyctrans.it	3.12.10.0	480	3.12.9.47	479	3.12.10.0	480	3.12.10.0	480	3.12.9.47	479	3.12.9.47	479	3.12.10.0	480	3.12.10.0	480	3.12.10.0	480	3.12.10.0	480
com.oakgames.wordgame	3.3.3	94	3.3.3	94	3.3.3	94	3.3.3	94	3.3.1	92	3.3.3	94	3.3.1	92	3.3.3	94	3.3.3	94	3.3.3	94
com.oanda.fxtrade	5.6.18777	64118777	5.6.18022	64118022	5.6.18777	64118777	5.6.18777	64118777	5.6.18022	64118022	5.6.18022	64118022	5.6.18777	64118777	5.6.18777	64118777	5.6.18777	64118777	5.6.18777	64118777
com.offline.routemaps.gps.directionfinder.free	1.4.9	63	1.4.9	63	1.4.9	63	1.4.9	63	1.4.9	63	1.5.1	65	1.4.9	63	1.5.1	65	1.4.9	63	1.4.9	63
com.ohealthapps.fatburningworkout	4.5	36	4.7	38	4.5	36	4.7	38	4.5	36	4.7	38	4.7	38	4.5	36	4.5	36	4.5	36
com.oiltanker.truckSimulator.transport.driving.game	3.9	26	3.9	26	3.9	26	3.9	26	3.8	25	3.9	26	3.9	26	3.9	26	3.9	26	3.9	26
com.OMENGames.HotPursuit	17	17	17	17	17	17	16	16	16	16	17	17	16	16	17	17	16	16	17	17
com.omer.ropeanddemolishhh	56	56	8.10.1	66	56	56	56	56	56	56	56	56	8.10.1	66	8.10.1	66	8.10.1	66	8.10.1	66
com.onecwireless.mahjong3.google.free	1.136	150	1.131	145	1.136	150	1.136	150	1.131	145	1.134	148	1.131	145	1.136	150	1.136	150	1.136	150
com.onoffapp.app	4.1.0.0	679	3.28.0.0	676	4.1.0.0	679	4.1.0.0	679	3.28.0.0	676	4.1.0.0	679	4.1.0.0	679	4.1.0.0	679	4.1.0.0	679	4.1.0.0	679
com.oogwayapps.agecalculator	20240715.0.0	118	20240621.0.0	117	20240715.0.0	118	20240621.0.0	117	20240715.0.0	118	20240715.0.0	118	20240621.0.0	117	20240715.0.0	118	20240621.0.0	117	20240715.0.0	118
com.opalsapps.photoslideshowwithmusic	29.9	2574	29.8	2572	29.9	2574	29.8	2572	29.8	2572	29.8	2572	29.9	2574	29.8	2572	29.8	2572	29.9	2574
com.openmygame.games.android.fillwordsoffline	1.39.18	300400	1.39.18	300400	1.39.18	300400	1.39.18	300400	1.39.18	300400	1.39.14	300396	1.39.14	300396	1.39.18	300400	1.39.18	300400	1.39.18	300400
com.openmygame.games.android.wordpizza	4.33.15	43405	4.33.13	43403	4.33.15	43405	4.33.15	43405	4.33.13	43403	4.32.11	43211	4.32.11	43211	4.33.15	43405	4.33.15	43405	4.33.15	43405
com.openmygame.games.kr.client	1.4.17	200076	1.4.13	200072	1.4.17	200076	1.4.17	200076	1.4.17	200076	1.4.17	200076	1.4.17	200076	1.4.17	200076	1.4.17	200076	1.4.17	200076
com.opera.mini.native.beta	85.0.2254.74544	858074544	85.0.2254.74400	858074400	85.0.2254.74544	858074544	85.0.2254.74544	858074544	85.0.2254.74400	858074400	85.0.2254.74400	858074400	85.0.2254.74544	858074544	85.0.2254.74544	858074544	85.0.2254.74544	858074544	85.0.2254.74544	858074544
com.oreon.maskevolution	2.4.0	53	2.4.0	53	2.4.0	53	2.4.0	53	2.3.2	52	2.3.2	52	2.3.2	52	2.4.0	53	2.4.0	53	2.4.0	53
com.origin.black.spider.rope.superhero.games	54	54	53	53	53	53	53	53	53	53	54	54	53	53	53	53	53	53	53	53
com.orionhoroscope.daily.horoscope	3.9.8	1098	3.9.6	1096	3.9.8	1098	3.9.8	1098	3.9.8	1098	3.9.8	1098	3.9.8	1098	3.9.8	1098	3.9.8	1098	3.9.8	1098
com.oskankayirci.skeeball	5.0.0	102	5.0.0	102	5.0.0	102	5.2.0	109	5.0.0	102	5.2.0	109	5.0.0	102	5.0.0	102	5.0.0	102	5.2.0	109
com.outthinking.selfie_camera	5.13	55	5.13	55	5.13	55	5.13	55	5.13	55	5.19	61	5.13	55	5.13	55	5.13	55	5.13	55
com.outthinking.snakeladder	1.4	17	1.6	18	1.4	17	1.4	17	1.6	18	1.6	18	1.4	17	1.6	18	1.6	18	1.6	18
com.palmeralabs.photo_frames.flower_photo_frames	16.1	19	16.1	19	16.1	19	16.1	19	16.1	19	16.1	19	17.1	21	16.1	19	16.1	19	16.1	19
com.pal.train	3.48.0	3480	3.47.0	3470	3.48.0	3480	3.48.0	3480	3.47.0	3470	3.48.0	3480	3.47.0	3470	3.48.0	3480	3.48.0	3480	3.48.0	3480
com.panda.likerro	1.2.158	294	1.2.158	294	1.2.158	294	1.2.158	294	1.2.157	293	1.2.158	294	1.2.158	294	1.2.157	293	1.2.158	294	1.2.158	294
com.paullipnyagov.trapdrumpads24	2.5.7	1814	2.5.8	1854	2.5.8	1854	2.5.8	1854	2.5.7	1814	2.5.7	1814	2.5.7	1814	2.5.8	1854	2.5.7	1814	2.5.8	1854
com.pawai.aifilter.aiimagegenerator.cartoonify.aicartoon	4.3	43	5.2	52	5.2	52	4.3	43	4.3	43	5.2	52	4.3	43	5.2	52	5.2	52	5.2	52
com.pdffiller	10.31.22361	22361	10.31.2.22446	22446	10.31.2.22446	22446	10.31.22361	22361	10.31.2.22446	22446	10.31.2.22446	22446	10.31.22361	22361	10.31.2.22446	22446	10.31.2.22446	22446	10.31.2.22446	22446
com.pdfreader.pdftool.pdfeditor.pdfviewer.pdfreadeforandroid.pdfeditorforandroidfree	1.5.0	50	1.4.8	48	1.4.8	48	1.4.8	48	1.4.8	48	1.5.0	50	1.5.0	50	1.4.8	48	1.4.8	48	1.5.0	50
com.pdf.viewer.pdftool.reader.document	93.3	933	93.3	933	93.3	933	93.3	933	93.2	932	93.3	933	93.3	933	93.3	933	93.3	933	93.3	933
com.pd.thecook	1.2.28	317	1.2.28	317	1.2.28	317	1.2.29	333	1.2.28	317	1.2.29	333	1.2.28	317	1.2.29	333	1.2.28	317	1.2.29	333
com.pd.vehiclemasters	1.0.34	375	1.0.33	361	1.0.34	375	1.0.34	375	1.0.33	361	1.0.33	361	1.0.34	375	1.0.34	375	1.0.34	375	1.0.34	375
com.peakpocketstudios.atmosphere	5.11	61	5.05	59	5.11	61	5.11	61	5.11	61	5.05	59	5.11	61	5.11	61	5.11	61	5.11	61
com.pearmobile.apps.holybible	2.3	92	2.3	92	2.3	92	2.3	92	2.5.2	103	2.3	92	2.5.2	103	2.3	92	2.3	92	2.3	92
com.peekaphone.app	80	299	78	291	80	299	80	299	80	299	80	299	80	299	80	299	80	299	80	299
com.peoplefun.bricksnballs	4.0.4	260964	3.31.0	260940	4.0.4	260964	4.0.4	260964	4.0.4	260964	3.31.0	260940	3.31.0	260940	4.0.4	260964	4.0.4	260964	4.0.4	260964
com.peoplefun.wordstacks	1.21.0	1320	1.21.0	1320	1.21.0	1320	1.21.0	1320	1.20.0	1262	1.21.0	1320	1.21.0	1320	1.21.0	1320	1.21.0	1320	1.21.0	1320
com.peoplemedia.blackpeoplemeet	24.07.00	1077	24.06.00	1076	24.07.00	1077	24.07.00	1077	24.07.00	1077	24.06.00	1076	24.07.00	1077	24.07.00	1077	24.07.00	1077	24.07.00	1077
com.peoplemedia.ourtime	24.07.00	1077	24.06.00	1076	24.07.00	1077	24.07.00	1077	24.06.00	1076	24.06.00	1076	24.07.00	1077	24.07.00	1077	24.07.00	1077	24.07.00	1077
com.pepkit.ssg	0.9.178	964	0.9.178	964	0.9.178	964	0.9.178	964	0.9.176	951	0.9.178	964	0.9.178	964	0.9.178	964	0.9.178	964	0.9.178	964
com.perfectcorp.ycv	1.4.3	110430	1.5.0	110500	1.4.3	110430	1.4.3	110430	1.4.3	110430	1.4.3	110430	1.4.3	110430	1.4.3	110430	1.5.0	110500	1.4.3	110430
com.petitbambou	5.7.6	462	5.7.6	462	5.7.6	462	5.7.6	462	5.7.5	461	5.7.6	462	5.7.5	461	5.7.6	462	5.7.6	462	5.7.6	462
com.pgstudio.survival	0.5.1	463	0.5.1	481	0.5.1	481	0.5.1	463	0.5.1	481	0.5.1	463	0.5.1	463	0.5.1	463	0.5.1	481	0.5.1	463
com.phdv.universal	1.7.0	19200104	1.4.0	19100040	1.4.0	19100040	1.7.0	19200104	1.7.0	19200104	1.7.0	19200104	1.7.0	19200104	1.4.0	19100040	1.4.0	19100040	1.7.0	19200104
com.photoappworld.photo.sticker.creator.wastickerapps	2.1.1	357	2.1.2	367	2.1.1	357	2.1.1	357	2.1.2	367	2.1.1	357	2.1.2	367	2.1.1	357	2.1.1	357	2.1.1	357
com.photobooth.faceemoji.emojichallengeapp	1.5.0	150	1.5.0	150	1.5.0	150	1.5.0	150	1.4.8	148	1.5.0	150	1.5.0	150	1.4.8	148	1.5.0	150	1.5.0	150
com.photo.echo.mirror.editor.magic.background.HD_Effect	1.9.1	91	1.9.1	91	1.9.1	91	1.9.1	91	1.9.1	91	1.9.1	91	1.9.1	91	1.9.1	91	1.9.1	91	1.8.9	89
com.photo.editor.magic.pic.effect	1.3	12	1.3	12	1.3	12	1.3	12	1.3	12	1.28	10	1.3	12	1.3	12	1.3	12	1.3	12
com.photoeditor.photo.effects	2.0.1.0	43	2.0.1.0	43	2.0.1.0	43	2.0.1.0	43	2.0.1.0	43	2.0.0.8	42	2.0.0.8	42	2.0.1.0	43	2.0.1.0	43	2.0.1.0	43
com.photoedit.pipcamera	8.8	109	8.8	109	8.8	109	8.8	109	8.7	108	8.8	109	8.8	109	8.8	109	8.8	109	8.8	109
com.photoframestore.naturephotoeditorcutpastphoto	1.0.12	13	1.0.12	13	1.0.12	13	1.0.12	13	1.0.12	13	1.0.13	14	1.0.12	13	1.0.12	13	1.0.12	13	1.0.12	13
com.photo.images.video.status.download.app	1.72	64	1.73	65	1.72	64	1.72	64	1.73	65	1.73	65	1.72	64	1.73	65	1.73	65	1.73	65
com.pierwiastek.gpsdata	7.1	101	7.0	100	7.1	101	7.1	101	7.0	100	7.0	100	7.1	101	7.1	101	7.1	101	7.1	101
com.pixelkraft.edgelighting	3.3.14.1	463	3.3.14.1	463	3.3.14.1	463	3.3.14.1	463	3.3.13.1	431	3.3.13.1	431	3.3.14.1	463	3.3.14.1	463	3.3.15.1	565	3.3.14.1	463
com.playday.game.medievalFarm.android	5.26.0	171499	5.26.0	171499	5.26.0	171499	5.26.0	171499	5.26.0	171499	5.27.0	1714100	5.27.0	1714100	5.26.0	171499	5.26.0	171499	5.26.0	171499
com.playflock.family.town.makeover.home.mansion.story.garden.decoration.puzzle.match	21.31	26433	21.31	26433	21.31	26433	21.31	26433	21.31	26433	21.21	26400	21.21	26400	21.31	26433	21.31	26433	21.31	26433
com.playgendary.sportmasters	2.5.4	435	2.4.4	406	2.5.4	435	2.5.4	435	2.4.4	406	2.4.4	406	2.5.4	435	2.5.4	435	2.5.4	435	2.5.4	435
com.playkids.kitchen.station.chef.cooking.restaurant.tycoon.game	10.14	115	10.14	115	10.12	113	10.14	115	10.12	113	10.14	115	10.12	113	10.12	113	10.14	115	10.14	115
com.playstrom.bob	1.3.26	160	1.3.26	160	1.3.27	162	1.3.26	160	1.3.26	160	1.3.26	160	1.3.27	162	1.3.27	162	1.3.26	160	1.3.26	160
com.playstrom.color.pages	1.1.11	44	1.1.11	44	1.1.10	42	1.1.10	42	1.1.11	44	1.1.11	44	1.1.10	42	1.1.11	44	1.1.11	44	1.1.11	44
com.playstrom.drawonepart	1.2.34	220	1.2.34	220	1.2.34	220	1.2.34	220	1.2.35	222	1.2.34	220	1.2.34	220	1.2.34	220	1.2.34	220	1.2.34	220
com.playvalve.solitaire.spider	1.8.2	18002	1.8.1	18001	1.8.2	18002	1.8.2	18002	1.8.2	18002	1.8.2	18002	1.8.2	18002	1.8.2	18002	1.8.2	18002	1.8.2	18002
com.playvalve.watersort	2.1.8	218	2.1.6	216	2.1.8	218	2.1.8	218	2.1.6	216	2.1.8	218	2.1.6	216	2.1.8	218	2.1.8	218	2.1.8	218
com.pocketchamps.game	5.1.2	12107106	5.1.2	12107106	5.1.2	12107106	5.1.2	12107106	5.1.2	12107106	5.1.2	12107106	6.0.7	12107362	5.1.2	12107106	5.1.2	12107106	6.0.7	12107362
com.policechase.policecargames.car.racing.driving.games2020	6.2	54	6.2	54	6.2	54	6.2	54	6.2	54	6.2	54	6.3	55	6.2	54	6.2	54	6.2	54
com.polyverse.bricks.game	6.2.4	122	6.2.4	122	6.3.0	123	6.2.4	122	6.2.4	122	6.2.4	122	6.3.0	123	6.2.4	122	6.3.0	123	6.2.4	122
com.portablepixels.smokefree	6.4.30	6430650	6.4.30	6430645	6.4.30	6430650	6.4.30	6430650	6.4.30	6430645	6.4.29	6429624	6.4.29	6429624	6.4.30	6430650	6.4.30	6430650	6.4.30	6430650
com.PoxelStudios.CrossyBrakes	1.0.7	28	1.0.7	27	1.0.7	27	1.0.7	27	1.0.7	27	1.0.7	27	1.0.7	27	1.0.7	27	1.0.7	27	1.0.7	28
com.ppa.real.shooting.strike	1.0.21	22	1.0.21	22	1.0.21	22	1.0.21	22	1.0.20	21	1.0.21	22	1.0.21	22	1.0.21	22	1.0.21	22	1.0.21	22
com.prankphone.broken.screen.diamond.bg	1.5.3	50	1.5.2	48	1.5.3	50	1.5.3	50	1.5.2	48	1.5.2	48	1.5.3	50	1.5.3	50	1.5.3	50	1.5.3	50
com.predictapps.mobiletester	1.8.6	186	1.7.5	175	1.8.6	186	1.8.6	186	1.8.5	185	1.7.5	175	1.8.5	185	1.8.6	186	1.8.6	186	1.8.6	186
com.prime.story.android	2.8.2	193	2.8.2	193	2.8.2	193	2.8.2	193	2.8.2	193	2.8.4	196	2.8.2	193	2.8.2	193	2.8.4	196	2.8.2	193
com.productivity.musicdj.mixer2.sound.effect	1.2.3	123	1.2.4	124	1.2.3	123	1.2.3	123	1.2.3	123	1.2.3	123	1.2.3	123	1.2.4	124	1.2.3	123	1.2.3	123
com.psv.vlad_and_nikita.supermarket	2.0.4	104	2.0.0	100	2.0.4	104	2.0.4	104	2.0.0	100	2.0.4	104	2.0.0	100	2.0.4	104	2.0.4	104	2.0.4	104
com.pujiagames.deeeersimulator	1.4.6	97	1.4.6	97	1.4.6	97	1.4.6	97	1.4.6	96	1.4.6	96	1.4.6	96	1.4.6	97	1.4.6	97	1.4.6	97
com.punjabimatrimony	11.11	343	11.5	335	11.11	343	11.11	343	11.9	341	11.9	341	11.5	335	11.11	343	11.11	343	11.11	343
com.qiahao.nextvideo	4.22.0	422	4.21.2	413	4.22.0	422	4.22.0	422	4.22.0	422	4.22.0	422	4.22.0	422	4.22.0	422	4.22.0	422	4.22.0	422
com.qidafcl.sl054	2.2.0.7	2207	2.2.0.7	2207	2.2.0.8	2208	2.2.0.8	2208	2.2.0.8	2208	2.2.0.8	2208	2.2.0.7	2207	2.2.0.7	2207	2.2.0.7	2207	2.2.0.8	2208
com.qimiaosenlin.dinosaur.ohayoo.haiwai	1.4.57	1457	1.4.57	1457	1.4.57	1457	1.4.57	1457	1.3.70	1370	1.4.57	1457	1.4.57	1457	1.4.57	1457	1.4.57	1457	1.4.57	1457
